au13,year,community_001,community_002,community_003,community_004,community_005,community_006,community_007,community_008,community_009,community_010,community_011,community_012,community_013,community_014,community_015,community_016,community_017,community_018,community_019,community_020,community_021,community_022,community_023,community_024,community_025,community_026,community_027,community_028,community_029,community_030,community_031,community_032,community_033,community_034,community_035,community_036,community_037,community_038,community_039,community_040,community_041,community_042,community_043,community_044,community_045,community_046,community_047,community_048,community_049,community_050,community_051,community_052,community_053,community_054,community_055,community_056,community_057,community_058,community_059,community_060,community_061,community_062,community_063,community_064,community_065,community_066,community_067,community_068,community_069,community_070,community_071,community_072,community_073,community_074,community_075,community_076,community_077,community_078,community_079,community_080,community_081,community_082,community_083,community_084,community_085,community_086,community_087,community_088,community_089,community_090,community_091,community_092,community_093,community_094,community_095,community_096,community_097,community_098,community_099,community_100,community_101,community_102,community_103,community_104,community_105,community_106,community_107,community_108,community_109,community_110,community_111,community_112,community_113,community_114,community_115,community_116,community_117,community_118,community_119,community_120,community_121,community_122,community_123,community_124,community_125,community_126,community_127,community_128,community_129,community_130,community_131,community_132,community_133,community_134,community_135,community_136,community_137,community_138,community_139,community_140,community_141,community_142,community_143,community_144,community_145,community_146,community_147,community_148,community_149,community_150,community_151,community_152,community_153,community_154,community_155,community_156,community_157,community_158,community_159,community_160,community_161,community_162,community_163,community_164,community_165,community_166,community_167,community_168,community_169,community_170,community_171,community_172,community_173,community_174,community_175,community_176,community_177,community_178,community_179,community_180,community_181,community_182,community_183,community_184,community_185,community_186,community_187,community_188,community_189,community_190,community_191,community_192,community_193,community_194,community_195,community_196,community_197,community_198,community_199,community_200,community_201,community_202,community_203,community_204,community_205,community_206,community_207,community_208,community_209,community_210,community_211,community_212,community_213,community_214,community_215,community_216,community_217,community_218,community_219,community_220,community_221,community_222,community_223,community_224,community_225,community_226,community_227,community_228,community_229,community_230,community_231,community_232,community_233,community_234,community_235,community_236,community_237,community_238,community_239,community_240,community_241,community_242,community_243,community_244,community_245,community_246,community_247,community_248,community_249,community_250
560411,2006,22,27,7,29,29,25,12,26,28,13,16,26,19,10,19,18,27,19,3,16,1,20,4,25,23,13,13,15,30,15,8,28,17,8,16,22,6,23,24,10,29,19,19,18,11,23,23,7,5,27,13,15,30,27,21,25,22,24,6,25,9,11,29,28,5,26,26,17,28,27,21,22,14,26,27,22,22,28,23,29,13,30,28,22,23,19,24,26,18,26,13,8,11,9,28,17,23,12,29,8,26,17,15,11,24,30,15,9,23,19,4,14,24,9,13,19,18,23,18,21,15,24,29,12,29,20,26,23,28,31,7,20,9,23,8,4,6,19,18,8,29,19,22,17,19,14,19,14,9,19,6,20,27,28,18,27,17,26,13,17,21,9,25,24,21,30,27,13,28,12,14,20,29,9,11,30,21,19,20,23,9,29,6,12,21,28,30,20,8,28,14,12,27,28,7,26,12,23,22,12,22,28,22,28,21,13,19,21,11,7,3,24,27,26,29,28,9,12,8,28,24,29,30,26,14,17,4,24,23,2,25,26,26,23,18,25,13,30,24,30,25,13,25,24,3,29,21,13,29,27
560411,2013,24,3,11,8,8,28,12,11,6,4,3,26,3,6,22,19,22,18,10,5,28,2,13,11,20,22,25,16,6,7,7,23,14,7,6,11,3,21,17,8,28,29,25,30,5,8,9,9,3,21,20,23,17,6,17,9,23,28,17,6,17,27,25,5,11,5,1,16,21,8,9,25,25,11,16,10,8,5,5,9,8,3,23,10,10,11,22,8,23,3,10,18,19,21,3,2,15,15,2,16,20,21,16,15,25,23,8,25,2,18,16,4,23,3,13,28,6,16,8,13,17,29,4,11,7,9,29,6,25,4,27,22,5,16,2,6,4,27,11,6,24,5,10,5,21,24,8,19,21,19,22,25,12,14,10,29,16,16,18,27,24,4,3,2,22,13,28,11,17,19,16,19,27,13,6,4,17,9,4,18,4,27,18,13,4,29,4,5,15,12,10,6,18,28,10,20,5,26,25,16,16,12,17,17,6,24,19,2,6,19,25,14,3,2,21,26,18,28,6,29,12,12,12,2,5,3,10,16,3,9,11,16,22,27,10,5,23,25,9,11,4,28,22,2,16,6,28,9,24,20
560412,2001,19,2,12,5,19,31,28,11,7,20,22,9,29,11,32,11,16,5,25,15,18,15,10,2,25,28,26,14,13,9,22,16,12,8,16,17,12,31,3,12,29,10,31,29,11,17,11,9,3,23,22,10,9,11,17,15,20,30,13,8,7,23,10,29,3,31,2,20,8,31,3,5,31,1,16,9,20,2,25,15,4,4,17,13,24,23,10,31,13,28,22,12,27,6,6,3,3,15,21,12,26,27,28,12,28,16,20,18,20,20,12,18,27,17,10,25,3,26,28,2,15,11,26,20,30,29,18,22,8,4,19,24,15,25,21,4,30,20,15,26,23,12,18,11,18,28,5,32,12,31,6,31,3,19,3,1,10,13,7,28,30,2,2,17,12,25,28,25,6,6,18,13,27,32,15,3,17,17,17,12,10,23,14,29,13,5,5,13,5,12,8,11,10,30,20,8,15,2,11,15,15,9,15,5,6,12,11,9,10,23,15,29,18,18,9,17,18,8,24,16,28,3,8,11,14,11,1,20,15,20,20,22,5,9,23,24,24,9,24,3,7,27,2,21,19,12,10,17,5,9
560412,2006,22,27,7,29,29,25,12,26,28,13,16,26,19,10,19,18,27,19,3,16,1,20,4,25,23,13,13,15,30,15,8,28,17,8,16,22,6,23,24,10,29,19,19,18,11,23,23,7,5,27,13,15,30,27,21,25,22,24,6,25,9,11,29,28,5,26,26,17,28,27,21,22,14,26,27,22,22,28,23,29,13,30,28,22,23,19,24,26,18,26,13,8,11,9,28,17,23,12,29,8,26,17,15,11,24,30,15,9,23,19,4,14,24,9,13,19,18,23,18,21,15,24,29,12,29,20,26,23,28,31,7,20,9,23,8,4,6,19,18,8,29,19,22,17,19,14,19,14,9,19,6,20,27,28,18,27,17,26,13,17,21,9,25,24,21,30,27,13,28,12,14,20,29,9,11,30,21,19,20,23,9,29,6,12,21,28,30,20,8,28,14,12,27,28,7,26,12,23,22,12,22,28,22,28,21,13,19,21,11,7,3,24,27,26,29,28,9,12,8,28,24,29,30,26,14,17,4,24,23,2,25,26,26,23,18,25,13,30,24,30,25,13,25,24,3,29,21,13,29,27
560412,2013,24,3,11,8,8,28,12,11,6,4,3,26,3,6,22,19,22,18,10,5,28,2,13,11,20,22,25,16,6,7,7,23,14,7,6,11,3,21,17,8,28,29,25,30,5,8,9,9,3,21,20,23,17,6,17,9,23,28,17,6,17,27,25,5,11,5,1,16,21,8,9,25,25,11,16,10,8,5,5,9,8,3,23,10,10,11,22,8,23,3,10,18,19,21,3,2,15,15,2,16,20,21,16,15,25,23,8,25,2,18,16,4,23,3,13,28,6,16,8,13,17,29,4,11,7,9,29,6,25,4,27,22,5,16,2,6,4,27,11,6,24,5,10,5,21,24,8,19,21,19,22,25,12,14,10,29,16,16,18,27,24,4,3,2,22,13,28,11,17,19,16,19,27,13,6,4,17,9,4,18,4,27,18,13,4,29,4,5,15,12,10,6,18,28,10,20,5,26,25,16,16,12,17,17,6,24,19,2,6,19,25,14,3,2,21,26,18,28,6,29,12,12,12,2,5,3,10,16,3,9,11,16,22,27,10,5,23,25,9,11,4,28,22,2,16,6,28,9,24,20
560421,2001,19,2,12,5,19,31,28,11,7,20,22,9,29,11,32,11,16,5,25,15,18,15,10,2,25,28,26,14,13,9,22,16,12,8,16,17,12,31,3,12,29,10,31,29,11,17,11,9,3,23,22,10,9,11,17,15,20,30,13,8,7,23,10,29,3,31,2,20,8,31,3,5,31,1,16,9,20,2,25,15,4,4,17,13,24,23,10,31,13,28,22,12,27,6,6,3,3,15,21,12,26,27,28,12,28,16,20,18,20,20,12,18,27,17,10,25,3,26,28,2,15,11,26,20,30,29,18,22,8,4,19,24,15,25,21,4,30,20,15,26,23,12,18,11,18,28,5,32,12,31,6,31,3,19,3,1,10,13,7,28,30,2,2,17,12,25,28,25,6,6,18,13,27,32,15,3,17,17,17,12,10,23,14,29,13,5,5,13,5,12,8,11,10,30,20,8,15,2,11,15,15,9,15,5,6,12,11,9,10,23,15,29,18,18,9,17,18,8,24,16,28,3,8,11,14,11,1,20,15,20,20,22,5,9,23,24,24,9,24,3,7,27,2,21,19,12,10,17,5,9
560421,2006,22,27,7,29,29,25,12,26,28,13,16,26,19,10,19,18,27,19,3,16,1,20,4,25,23,13,13,15,30,15,8,28,17,8,16,22,6,23,24,10,29,19,19,18,11,23,23,7,5,27,13,15,30,27,21,25,22,24,6,25,9,11,29,28,5,26,26,17,28,27,21,22,14,26,27,22,22,28,23,29,13,30,28,22,23,19,24,26,18,26,13,8,11,9,28,17,23,12,29,8,26,17,15,11,24,30,15,9,23,19,4,14,24,9,13,19,18,23,18,21,15,24,29,12,29,20,26,23,28,31,7,20,9,23,8,4,6,19,18,8,29,19,22,17,19,14,19,14,9,19,6,20,27,28,18,27,17,26,13,17,21,9,25,24,21,30,27,13,28,12,14,20,29,9,11,30,21,19,20,23,9,29,6,12,21,28,30,20,8,28,14,12,27,28,7,26,12,23,22,12,22,28,22,28,21,13,19,21,11,7,3,24,27,26,29,28,9,12,8,28,24,29,30,26,14,17,4,24,23,2,25,26,26,23,18,25,13,30,24,30,25,13,25,24,3,29,21,13,29,27
560421,2013,24,3,11,8,8,28,12,11,6,4,3,26,3,6,22,19,22,18,10,5,28,2,13,11,20,22,25,16,6,7,7,23,14,7,6,11,3,21,17,8,28,29,25,30,5,8,9,9,3,21,20,23,17,6,17,9,23,28,17,6,17,27,25,5,11,5,1,16,21,8,9,25,25,11,16,10,8,5,5,9,8,3,23,10,10,11,22,8,23,3,10,18,19,21,3,2,15,15,2,16,20,21,16,15,25,23,8,25,2,18,16,4,23,3,13,28,6,16,8,13,17,29,4,11,7,9,29,6,25,4,27,22,5,16,2,6,4,27,11,6,24,5,10,5,21,24,8,19,21,19,22,25,12,14,10,29,16,16,18,27,24,4,3,2,22,13,28,11,17,19,16,19,27,13,6,4,17,9,4,18,4,27,18,13,4,29,4,5,15,12,10,6,18,28,10,20,5,26,25,16,16,12,17,17,6,24,19,2,6,19,25,14,3,2,21,26,18,28,6,29,12,12,12,2,5,3,10,16,3,9,11,16,22,27,10,5,23,25,9,11,4,28,22,2,16,6,28,9,24,20
560422,2001,19,2,12,5,19,31,28,11,7,20,22,9,29,11,32,11,16,5,25,15,18,15,10,2,25,28,26,14,13,9,22,16,12,8,16,17,12,31,3,12,29,10,31,29,11,17,11,9,3,23,22,10,9,11,17,15,20,30,13,8,7,23,10,29,3,31,2,20,8,31,3,5,31,1,16,9,20,2,25,15,4,4,17,13,24,23,10,31,13,28,22,12,27,6,6,3,3,15,21,12,26,27,28,12,28,16,20,18,20,20,12,18,27,17,10,25,3,26,28,2,15,11,26,20,30,29,18,22,8,4,19,24,15,25,21,4,30,20,15,26,23,12,18,11,18,28,5,32,12,31,6,31,3,19,3,1,10,13,7,28,30,2,2,17,12,25,28,25,6,6,18,13,27,32,15,3,17,17,17,12,10,23,14,29,13,5,5,13,5,12,8,11,10,30,20,8,15,2,11,15,15,9,15,5,6,12,11,9,10,23,15,29,18,18,9,17,18,8,24,16,28,3,8,11,14,11,1,20,15,20,20,22,5,9,23,24,24,9,24,3,7,27,2,21,19,12,10,17,5,9
560422,2006,22,27,7,29,29,25,12,26,28,13,16,26,19,10,19,18,27,19,3,16,1,20,4,25,23,13,13,15,30,15,8,28,17,8,16,22,6,23,24,10,29,19,19,18,11,23,23,7,5,27,13,15,30,27,21,25,22,24,6,25,9,11,29,28,5,26,26,17,28,27,21,22,14,26,27,22,22,28,23,29,13,30,28,22,23,19,24,26,18,26,13,8,11,9,28,17,23,12,29,8,26,17,15,11,24,30,15,9,23,19,4,14,24,9,13,19,18,23,18,21,15,24,29,12,29,20,26,23,28,31,7,20,9,23,8,4,6,19,18,8,29,19,22,17,19,14,19,14,9,19,6,20,27,28,18,27,17,26,13,17,21,9,25,24,21,30,27,13,28,12,14,20,29,9,11,30,21,19,20,23,9,29,6,12,21,28,30,20,8,28,14,12,27,28,7,26,12,23,22,12,22,28,22,28,21,13,19,21,11,7,3,24,27,26,29,28,9,12,8,28,24,29,30,26,14,17,4,24,23,2,25,26,26,23,18,25,13,30,24,30,25,13,25,24,3,29,21,13,29,27
560422,2013,24,3,11,8,8,28,12,11,6,4,3,26,3,6,22,19,22,18,10,5,28,2,13,11,20,22,25,16,6,7,7,23,14,7,6,11,3,21,17,8,28,29,25,30,5,8,9,9,3,21,20,23,17,6,17,9,23,28,17,6,17,27,25,5,11,5,1,16,21,8,9,25,25,11,16,10,8,5,5,9,8,3,23,10,10,11,22,8,23,3,10,18,19,21,3,2,15,15,2,16,20,21,16,15,25,23,8,25,2,18,16,4,23,3,13,28,6,16,8,13,17,29,4,11,7,9,29,6,25,4,27,22,5,16,2,6,4,27,11,6,24,5,10,5,21,24,8,19,21,19,22,25,12,14,10,29,16,16,18,27,24,4,3,2,22,13,28,11,17,19,16,19,27,13,6,4,17,9,4,18,4,27,18,13,4,29,4,5,15,12,10,6,18,28,10,20,5,26,25,16,16,12,17,17,6,24,19,2,6,19,25,14,3,2,21,26,18,28,6,29,12,12,12,2,5,3,10,16,3,9,11,16,22,27,10,5,23,25,9,11,4,28,22,2,16,6,28,9,24,20
560710,2001,19,2,12,5,19,31,28,11,7,20,22,9,29,11,32,11,16,5,25,15,18,15,10,2,25,28,26,14,13,9,22,16,12,8,16,17,12,31,3,12,29,10,31,29,11,17,11,9,3,23,22,10,9,11,17,15,20,30,13,8,7,23,10,29,3,31,2,20,8,31,3,5,31,1,16,9,20,2,25,15,4,4,17,13,24,23,10,31,13,28,22,12,27,6,6,3,3,15,21,12,26,27,28,12,28,16,20,18,20,20,12,18,27,17,10,25,3,26,28,2,15,11,26,20,30,29,18,22,8,4,19,24,15,25,21,4,30,20,15,26,23,12,18,11,18,28,5,32,12,31,6,31,3,19,3,1,10,13,7,28,30,2,2,17,12,25,28,25,6,6,18,13,27,32,15,3,17,17,17,12,10,23,14,29,13,5,5,13,5,12,8,11,10,30,20,8,15,2,11,15,15,9,15,5,6,12,11,9,10,23,15,29,18,18,9,17,18,8,24,16,28,3,8,11,14,11,1,20,15,20,20,22,5,9,23,24,24,9,24,3,7,27,2,21,19,12,10,17,5,9
560710,2006,22,27,7,29,29,25,12,26,28,13,16,26,19,10,19,18,27,19,3,16,1,20,4,25,23,13,13,15,30,15,8,28,17,8,16,22,6,23,24,10,29,19,19,18,11,23,23,7,5,27,13,15,30,27,21,25,22,24,6,25,9,11,29,28,5,26,26,17,28,27,21,22,14,26,27,22,22,28,23,29,13,30,28,22,23,19,24,26,18,26,13,8,11,9,28,17,23,12,29,8,26,17,15,11,24,30,15,9,23,19,4,14,24,9,13,19,18,23,18,21,15,24,29,12,29,20,26,23,28,31,7,20,9,23,8,4,6,19,18,8,29,19,22,17,19,14,19,14,9,19,6,20,27,28,18,27,17,26,13,17,21,9,25,24,21,30,27,13,28,12,14,20,29,9,11,30,21,19,20,23,9,29,6,12,21,28,30,20,8,28,14,12,27,28,7,26,12,23,22,12,22,28,22,28,21,13,19,21,11,7,3,24,27,26,29,28,9,12,8,28,24,29,30,26,14,17,4,24,23,2,25,26,26,23,18,25,13,30,24,30,25,13,25,24,3,29,21,13,29,27
560710,2013,24,3,11,8,8,28,12,11,6,4,3,26,3,6,22,19,22,18,10,5,28,2,13,11,20,22,25,16,6,7,7,23,14,7,6,11,3,21,17,8,28,29,25,30,5,8,9,9,3,21,20,23,17,6,17,9,23,28,17,6,17,27,25,5,11,5,1,16,21,8,9,25,25,11,16,10,8,5,5,9,8,3,23,10,10,11,22,8,23,3,10,18,19,21,3,2,15,15,2,16,20,21,16,15,25,23,8,25,2,18,16,4,23,3,13,28,6,16,8,13,17,29,4,11,7,9,29,6,25,4,27,22,5,16,2,6,4,27,11,6,24,5,10,5,21,24,8,19,21,19,22,25,12,14,10,29,16,16,18,27,24,4,3,2,22,13,28,11,17,19,16,19,27,13,6,4,17,9,4,18,4,27,18,13,4,29,4,5,15,12,10,6,18,28,10,20,5,26,25,16,16,12,17,17,6,24,19,2,6,19,25,14,3,2,21,26,18,28,6,29,12,12,12,2,5,3,10,16,3,9,11,16,22,27,10,5,23,25,9,11,4,28,22,2,16,6,28,9,24,20
560720,2001,19,2,12,5,19,31,28,11,7,20,22,9,29,11,32,11,16,5,25,15,18,15,10,2,25,28,26,14,13,9,22,16,12,8,16,17,12,31,3,12,29,10,31,29,11,17,11,9,3,23,22,10,9,11,17,15,20,30,13,8,7,23,10,29,3,31,2,20,8,31,3,5,31,1,16,9,20,2,25,15,4,4,17,13,24,23,10,31,13,28,22,12,27,6,6,3,3,15,21,12,26,27,28,12,28,16,20,18,20,20,12,18,27,17,10,25,3,26,28,2,15,11,26,20,30,29,18,22,8,4,19,24,15,25,21,4,30,20,15,26,23,12,18,11,18,28,5,32,12,31,6,31,3,19,3,1,10,13,7,28,30,2,2,17,12,25,28,25,6,6,18,13,27,32,15,3,17,17,17,12,10,23,14,29,13,5,5,13,5,12,8,11,10,30,20,8,15,2,11,15,15,9,15,5,6,12,11,9,10,23,15,29,18,18,9,17,18,8,24,16,28,3,8,11,14,11,1,20,15,20,20,22,5,9,23,24,24,9,24,3,7,27,2,21,19,12,10,17,5,9
560720,2006,22,27,7,29,29,25,12,26,28,13,16,26,19,10,19,18,27,19,3,16,1,20,4,25,23,13,13,15,30,15,8,28,17,8,16,22,6,23,24,10,29,19,19,18,11,23,23,7,5,27,13,15,30,27,21,25,22,24,6,25,9,11,29,28,5,26,26,17,28,27,21,22,14,26,27,22,22,28,23,29,13,30,28,22,23,19,24,26,18,26,13,8,11,9,28,17,23,12,29,8,26,17,15,11,24,30,15,9,23,19,4,14,24,9,13,19,18,23,18,21,15,24,29,12,29,20,26,23,28,31,7,20,9,23,8,4,6,19,18,8,29,19,22,17,19,14,19,14,9,19,6,20,27,28,18,27,17,26,13,17,21,9,25,24,21,30,27,13,28,12,14,20,29,9,11,30,21,19,20,23,9,29,6,12,21,28,30,20,8,28,14,12,27,28,7,26,12,23,22,12,22,28,22,28,21,13,19,21,11,7,3,24,27,26,29,28,9,12,8,28,24,29,30,26,14,17,4,24,23,2,25,26,26,23,18,25,13,30,24,30,25,13,25,24,3,29,21,13,29,27
560720,2013,24,3,11,8,8,28,12,11,6,4,3,26,3,6,22,19,22,18,10,5,28,2,13,11,20,22,25,16,6,7,7,23,14,7,6,11,3,21,17,8,28,29,25,30,5,8,9,9,3,21,20,23,17,6,17,9,23,28,17,6,17,27,25,5,11,5,1,16,21,8,9,25,25,11,16,10,8,5,5,9,8,3,23,10,10,11,22,8,23,3,10,18,19,21,3,2,15,15,2,16,20,21,16,15,25,23,8,25,2,18,16,4,23,3,13,28,6,16,8,13,17,29,4,11,7,9,29,6,25,4,27,22,5,16,2,6,4,27,11,6,24,5,10,5,21,24,8,19,21,19,22,25,12,14,10,29,16,16,18,27,24,4,3,2,22,13,28,11,17,19,16,19,27,13,6,4,17,9,4,18,4,27,18,13,4,29,4,5,15,12,10,6,18,28,10,20,5,26,25,16,16,12,17,17,6,24,19,2,6,19,25,14,3,2,21,26,18,28,6,29,12,12,12,2,5,3,10,16,3,9,11,16,22,27,10,5,23,25,9,11,4,28,22,2,16,6,28,9,24,20
560730,2001,19,2,12,5,19,31,28,11,7,20,22,9,29,11,32,11,16,5,25,15,18,15,10,2,25,28,26,14,13,9,22,16,12,8,16,17,12,31,3,12,29,10,31,29,11,17,11,9,3,23,22,10,9,11,17,15,20,30,13,8,7,23,10,29,3,31,2,20,8,31,3,5,31,1,16,9,20,2,25,15,4,4,17,13,24,23,10,31,13,28,22,12,27,6,6,3,3,15,21,12,26,27,28,12,28,16,20,18,20,20,12,18,27,17,10,25,3,26,28,2,15,11,26,20,30,29,18,22,8,4,19,24,15,25,21,4,30,20,15,26,23,12,18,11,18,28,5,32,12,31,6,31,3,19,3,1,10,13,7,28,30,2,2,17,12,25,28,25,6,6,18,13,27,32,15,3,17,17,17,12,10,23,14,29,13,5,5,13,5,12,8,11,10,30,20,8,15,2,11,15,15,9,15,5,6,12,11,9,10,23,15,29,18,18,9,17,18,8,24,16,28,3,8,11,14,11,1,20,15,20,20,22,5,9,23,24,24,9,24,3,7,27,2,21,19,12,10,17,5,9
560730,2006,22,27,7,29,29,25,12,26,28,13,16,26,19,10,19,18,27,19,3,16,1,20,4,25,23,13,13,15,30,15,8,28,17,8,16,22,6,23,24,10,29,19,19,18,11,23,23,7,5,27,13,15,30,27,21,25,22,24,6,25,9,11,29,28,5,26,26,17,28,27,21,22,14,26,27,22,22,28,23,29,13,30,28,22,23,19,24,26,18,26,13,8,11,9,28,17,23,12,29,8,26,17,15,11,24,30,15,9,23,19,4,14,24,9,13,19,18,23,18,21,15,24,29,12,29,20,26,23,28,31,7,20,9,23,8,4,6,19,18,8,29,19,22,17,19,14,19,14,9,19,6,20,27,28,18,27,17,26,13,17,21,9,25,24,21,30,27,13,28,12,14,20,29,9,11,30,21,19,20,23,9,29,6,12,21,28,30,20,8,28,14,12,27,28,7,26,12,23,22,12,22,28,22,28,21,13,19,21,11,7,3,24,27,26,29,28,9,12,8,28,24,29,30,26,14,17,4,24,23,2,25,26,26,23,18,25,13,30,24,30,25,13,25,24,3,29,21,13,29,27
560730,2013,24,3,11,8,8,28,12,11,6,4,3,26,3,6,22,19,22,18,10,5,28,2,13,11,20,22,25,16,6,7,7,23,14,7,6,11,3,21,17,8,28,29,25,30,5,8,9,9,3,21,20,23,17,6,17,9,23,28,17,6,17,27,25,5,11,5,1,16,21,8,9,25,25,11,16,10,8,5,5,9,8,3,23,10,10,11,22,8,23,3,10,18,19,21,3,2,15,15,2,16,20,21,16,15,25,23,8,25,2,18,16,4,23,3,13,28,6,16,8,13,17,29,4,11,7,9,29,6,25,4,27,22,5,16,2,6,4,27,11,6,24,5,10,5,21,24,8,19,21,19,22,25,12,14,10,29,16,16,18,27,24,4,3,2,22,13,28,11,17,19,16,19,27,13,6,4,17,9,4,18,4,27,18,13,4,29,4,5,15,12,10,6,18,28,10,20,5,26,25,16,16,12,17,17,6,24,19,2,6,19,25,14,3,2,21,26,18,28,6,29,12,12,12,2,5,3,10,16,3,9,11,16,22,27,10,5,23,25,9,11,4,28,22,2,16,6,28,9,24,20
560740,2001,19,2,12,5,19,31,28,11,7,20,22,9,29,11,32,11,16,5,25,15,18,15,10,2,25,28,26,14,13,9,22,16,12,8,16,17,12,31,3,12,29,10,31,29,11,17,11,9,3,23,22,10,9,11,17,15,20,30,13,8,7,23,10,29,3,31,2,20,8,31,3,5,31,1,16,9,20,2,25,15,4,4,17,13,24,23,10,31,13,28,22,12,27,6,6,3,3,15,21,12,26,27,28,12,28,16,20,18,20,20,12,18,27,17,10,25,3,26,28,2,15,11,26,20,30,29,18,22,8,4,19,24,15,25,21,4,30,20,15,26,23,12,18,11,18,28,5,32,12,31,6,31,3,19,3,1,10,13,7,28,30,2,2,17,12,25,28,25,6,6,18,13,27,32,15,3,17,17,17,12,10,23,14,29,13,5,5,13,5,12,8,11,10,30,20,8,15,2,11,15,15,9,15,5,6,12,11,9,10,23,15,29,18,18,9,17,18,8,24,16,28,3,8,11,14,11,1,20,15,20,20,22,5,9,23,24,24,9,24,3,7,27,2,21,19,12,10,17,5,9
560740,2006,22,27,7,29,29,25,12,26,28,13,16,26,19,10,19,18,27,19,3,16,1,20,4,25,23,13,13,15,30,15,8,28,17,8,16,22,6,23,24,10,29,19,19,18,11,23,23,7,5,27,13,15,30,27,21,25,22,24,6,25,9,11,29,28,5,26,26,17,28,27,21,22,14,26,27,22,22,28,23,29,13,30,28,22,23,19,24,26,18,26,13,8,11,9,28,17,23,12,29,8,26,17,15,11,24,30,15,9,23,19,4,14,24,9,13,19,18,23,18,21,15,24,29,12,29,20,26,23,28,31,7,20,9,23,8,4,6,19,18,8,29,19,22,17,19,14,19,14,9,19,6,20,27,28,18,27,17,26,13,17,21,9,25,24,21,30,27,13,28,12,14,20,29,9,11,30,21,19,20,23,9,29,6,12,21,28,30,20,8,28,14,12,27,28,7,26,12,23,22,12,22,28,22,28,21,13,19,21,11,7,3,24,27,26,29,28,9,12,8,28,24,29,30,26,14,17,4,24,23,2,25,26,26,23,18,25,13,30,24,30,25,13,25,24,3,29,21,13,29,27
560740,2013,24,3,11,8,8,28,12,11,6,4,3,26,3,6,22,19,22,18,10,5,28,2,13,11,20,22,25,16,6,7,7,23,14,7,6,11,3,21,17,8,28,29,25,30,5,8,9,9,3,21,20,23,17,6,17,9,23,28,17,6,17,27,25,5,11,5,1,16,21,8,9,25,25,11,16,10,8,5,5,9,8,3,23,10,10,11,22,8,23,3,10,18,19,21,3,2,15,15,2,16,20,21,16,15,25,23,8,25,2,18,16,4,23,3,13,28,6,16,8,13,17,29,4,11,7,9,29,6,25,4,27,22,5,16,2,6,4,27,11,6,24,5,10,5,21,24,8,19,21,19,22,25,12,14,10,29,16,16,18,27,24,4,3,2,22,13,28,11,17,19,16,19,27,13,6,4,17,9,4,18,4,27,18,13,4,29,4,5,15,12,10,6,18,28,10,20,5,26,25,16,16,12,17,17,6,24,19,2,6,19,25,14,3,2,21,26,18,28,6,29,12,12,12,2,5,3,10,16,3,9,11,16,22,27,10,5,23,25,9,11,4,28,22,2,16,6,28,9,24,20
560900,2001,19,2,12,5,19,31,28,11,7,20,22,9,29,11,32,11,16,5,25,15,18,15,10,2,25,28,26,14,13,9,22,16,12,8,16,17,12,31,3,12,29,10,31,29,11,17,11,9,3,23,22,10,9,11,17,15,20,30,13,8,7,23,10,29,3,31,2,20,8,31,3,5,31,1,16,9,20,2,25,15,4,4,17,13,24,23,10,31,13,28,22,12,27,6,6,3,3,15,21,12,26,27,28,12,28,16,20,18,20,20,12,18,27,17,10,25,3,26,28,2,15,11,26,20,30,29,18,22,8,4,19,24,15,25,21,4,30,20,15,26,23,12,18,11,18,28,5,32,12,31,6,31,3,19,3,1,10,13,7,28,30,2,2,17,12,25,28,25,6,6,18,13,27,32,15,3,17,17,17,12,10,23,14,29,13,5,5,13,5,12,8,11,10,30,20,8,15,2,11,15,15,9,15,5,6,12,11,9,10,23,15,29,18,18,9,17,18,8,24,16,28,3,8,11,14,11,1,20,15,20,20,22,5,9,23,24,24,9,24,3,7,27,2,21,19,12,10,17,5,9
560900,2006,22,27,7,29,29,25,12,26,28,13,16,26,19,10,19,18,27,19,3,16,1,20,4,25,23,13,13,15,30,15,8,28,17,8,16,22,6,23,24,10,29,19,19,18,11,23,23,7,5,27,13,15,30,27,21,25,22,24,6,25,9,11,29,28,5,26,26,17,28,27,21,22,14,26,27,22,22,28,23,29,13,30,28,22,23,19,24,26,18,26,13,8,11,9,28,17,23,12,29,8,26,17,15,11,24,30,15,9,23,19,4,14,24,9,13,19,18,23,18,21,15,24,29,12,29,20,26,23,28,31,7,20,9,23,8,4,6,19,18,8,29,19,22,17,19,14,19,14,9,19,6,20,27,28,18,27,17,26,13,17,21,9,25,24,21,30,27,13,28,12,14,20,29,9,11,30,21,19,20,23,9,29,6,12,21,28,30,20,8,28,14,12,27,28,7,26,12,23,22,12,22,28,22,28,21,13,19,21,11,7,3,24,27,26,29,28,9,12,8,28,24,29,30,26,14,17,4,24,23,2,25,26,26,23,18,25,13,30,24,30,25,13,25,24,3,29,21,13,29,27
